feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,Magnitude
1.5,3.018600428,0.074039505,1.796060695,1.599185249,0.003740671,0.001980516,0.169590484,86,129,29,296,299,-7.843903782,0.138588716,0.032355511,0.48132432,0.222885749,2.40E-06,1.04E-05,3.8
1.5,3.107855963,27.8051395,2.597841095,6.563238706,0.072014078,0.042152519,0.392034676,21,252,150,261,299,-3.948927394,1.154178003,0.716411939,10.8149878,5.001886484,0.001252549,0.005119562,7
0.12,0.518056154,7.770627103,15.13209005,29.92666668,0.09216523,0.007080456,6.783622796,140,192,169,139,241,-0.686427143,0.08536607,0.589326164,8.228266021,0.651262856,2.36E-05,0.003470957,5.2
0.010273973,0.771229537,0.530259706,0.404334322,0.150323342,0.020353341,0.002063394,0.696166618,4,273,56,6,55,-4.637999158,0.183697133,0.146840573,2.031566242,0.277726891,3.25E-06,0.000215585,4.5
0.010067114,0.967383356,11.0472005,13.48953763,1.842603808,0.114436695,0.016249427,1.783535294,224,215,262,204,225,-2.302744464,0.403147031,0.720047935,9.806643382,1.47697527,0.00012274,0.005177827,6.2
0.010344828,1.499996301,0.038784219,0.060170201,0.160940489,0.005631807,0.001007383,0.118253854,196,271,152,150,239,-7.939486771,0.299234977,0.041059199,0.565331346,0.147083962,9.57E-07,1.68E-05,6.2
1.5,2.265220999,585.2371344,8.796131361,77.9255444,0.563140653,0.146548034,5.004712458,36,207,208,57,82,0.311467323,0.706997077,3.720498203,51.00027209,19.35109172,0.017985129,0.138373251,6.8
0.010169492,1.419844548,2.274852517,0.456286647,1.367736215,0.042540611,0.005732575,1.880850977,89,178,283,100,43,-3.099688963,0.142111494,0.247462372,3.469422099,0.854067252,3.13E-05,0.00061209,5.2
1.5,3.193498703,0.105793756,0.037226621,0.087986054,0.003750103,0.002474607,0.031014349,19,2,227,293,299,-9.343425713,0.759731941,0.039900608,0.617020023,0.291115842,4.10E-06,1.59E-05,5.4
3,2.807569292,0.028282891,0.009272174,0.077731502,0.000841581,0.000353282,0.017543592,131,2,230,132,155,-11.25123322,0.301409582,0.008444222,0.130553812,0.055916175,1.42E-07,7.12E-07,5.1
0.01,2.213047484,5.648003672,69.42978176,85.55285562,0.05295138,0.017713132,0.605940581,166,40,98,196,238,-4.226569,0.54906924,0.472192547,6.811740332,2.303361634,0.00027628,0.002227041,7
0.01,1.91789074,5.35758094,1.322568079,4.723376566,0.06742094,0.01498613,2.435688388,147,207,145,96,146,-2.384886033,0.173921368,0.493963111,7.128700872,2.302450968,0.000227316,0.002439737,6
1.5,3.195204715,1.190792413,0.569207788,0.043131883,0.012836063,0.00851253,0.072886821,17,73,84,297,299,-7.076838542,1.106528718,0.137004729,2.117932181,0.998519257,4.83E-05,0.00018693,3.6
1.5,3.216115536,1.236490835,1.000464844,3.250692177,0.015100106,0.008620042,0.118493606,38,256,207,245,299,-6.744339875,0.800691006,0.143094365,2.196296848,1.054588177,5.34E-05,0.000203916,4.9
1.5,3.000418663,0.03427888,1.178415183,0.347100746,0.002234145,0.001007787,0.086625389,241,1,3,298,299,-9.339076842,0.162048878,0.018643411,0.265516149,0.12913932,7.87E-07,3.45E-06,5.7
1.5,3.222794534,3.434490136,5.264136401,24.8233785,0.022232664,0.014177481,0.170878574,42,53,8,269,299,-6.054000154,0.817492473,0.231820428,3.543766354,1.697819305,0.000140915,0.000535616,5.8
1.5,2.159103861,0.072891894,20.78886878,0.344169957,0.005276627,0.001266651,0.077162932,282,215,194,128,299,-8.323756493,0.429662597,0.034410168,0.477496228,0.166958474,1.39E-06,1.18E-05,6.7
1.5,3.037852672,5.25948167,0.253476328,2.022628069,0.050366531,0.018653593,0.869585648,69,137,127,15,295,-3.759625448,0.363923035,0.34022186,5.134193704,2.427703719,0.000270297,0.001156292,4.6
1.5,3.001429224,8.434959546,3.828109879,82.23531071,0.037906747,0.020724322,0.34482882,27,169,18,264,299,-4.871783753,0.690705365,0.356696427,5.416240247,2.389675114,0.000289453,0.001268475,6.7
1.5,3.203593174,0.975331606,0.254688586,0.030031593,0.011470472,0.007728759,0.078658186,18,4,16,287,299,-7.783170182,0.916256816,0.125026102,1.935769501,0.914222302,4.05E-05,0.000155681,4.4
0.010380623,0.336547428,0.404217858,1.453894802,2.150393553,0.02989912,0.001069491,2.07307292,56,133,97,86,90,-3.481162985,0.090619926,0.136594693,1.849604496,0.103501751,5.35E-07,0.000186534,4.5
0.010033445,1.271582132,0.101788149,0.233480653,0.13760582,0.00877501,0.001080666,0.614112683,104,185,187,12,297,-5.682375248,0.089779961,0.052734174,0.717790109,0.162641078,1.14E-06,2.78E-05,4.6
1.5,1.953914926,16.61543814,29.35057904,10.58142298,0.091769017,0.031736748,0.689218795,74,224,115,277,299,-3.307311566,0.836601879,0.636756306,8.581757607,2.406933337,0.00039129,0.004046199,6.4
1.5,3.067416196,0.169606374,0.040573049,0.031714596,0.005467642,0.002929957,0.093188389,170,174,165,297,299,-8.281345056,0.368653289,0.051242321,0.785489983,0.366588078,6.23E-06,2.61E-05,3.5
0.010033445,1.477538729,0.374229974,0.057860177,0.261664858,0.007634902,0.00161565,0.108242548,246,246,253,140,160,-7.645495318,0.443185279,0.062419454,0.911716561,0.208353306,2.15E-06,3.88E-05,7
0.085714286,0.400503666,0.705609238,0.757687009,1.661907408,0.053636463,0.001788068,5.188074138,76,100,90,77,75,-1.800431153,0.064958176,0.179936914,2.332762344,0.172027909,1.32E-06,0.000323771,4.4
0.011952191,0.43899418,46.24830716,48.43956671,136.2208378,0.2613204,0.016045966,31.64662288,269,264,269,275,222,1.175598429,0.051883087,1.465956192,19.638644,1.253512121,0.000103368,0.021175213,6.5
0.01,0.972865752,26.43289939,14.26330213,2.487242982,0.252143988,0.03005181,18.19770391,277,286,294,278,288,1.185872091,0.087058643,1.085481421,12.34638186,1.906605607,0.000280264,0.0116902,6.5
0.090909091,1.322125494,0.643178447,0.445295784,0.624917634,0.03140749,0.002913992,1.865727127,7,61,85,9,285,-3.581390258,0.105770602,0.134038199,1.812607596,0.430243959,7.95E-06,0.000179548,4.2
0.010033445,1.546225029,150.9706263,11.17911725,95.55157107,0.33632046,0.076767597,2.742553339,284,299,227,147,111,-0.718683219,0.770509635,2.598633956,36.80518516,8.695697115,0.004089536,0.067528699,6.5
1.5,3.094669708,10.13881061,0.157889398,1.688531355,0.041205895,0.0247888,0.369889491,182,106,32,296,299,-4.695291524,0.699950341,0.399350914,6.167182002,2.833479132,0.00038504,0.001587221,4.8
1,1.254197539,0.012450322,0.290379447,2.592519824,0.002868775,0.000553669,0.035910303,254,111,136,261,299,-9.561854435,0.501946259,0.018777932,0.25784835,0.055291428,1.40E-07,3.51E-06,7
0.5,1.298882414,0.856386824,5.500421148,66.33815459,0.028991536,0.005059523,0.399727573,58,167,23,238,262,-4.918163875,0.455708345,0.196885734,2.678248408,0.519554934,1.65E-05,0.000386655,6.7
1.5,3.200737713,0.225080019,0.003611084,0.000260946,0.005789116,0.003786584,0.035129975,3,145,172,290,299,-8.816036524,1.035414579,0.060991269,0.94598306,0.446136085,9.61E-06,3.70E-05,4.7
1.5,2.361247822,77.54082175,19.09342618,446.0663889,0.175767044,0.075658047,0.920478795,106,198,242,267,299,-2.185653477,1.199785278,1.379362765,17.84596257,6.64535832,0.002671812,0.018918314,6.5
1.5,2.204535952,0.071042454,0.016702231,0.035196322,0.009101998,0.001374529,0.571847527,245,277,42,26,283,-5.742556921,0.100008373,0.040302529,0.525751605,0.213143296,2.00E-06,1.62E-05,4.2
1.5,3.120468315,1133.727874,1908.527377,262.5854198,0.459441312,0.260468577,3.086873262,10,8,123,299,299,0.097267137,0.935171177,4.22340267,64.59068523,29.94429639,0.043734828,0.17731587,5.5
1.5,3.2369603,4.519765621,0.288245682,0.008715674,0.024731693,0.016591222,0.178748444,4,72,176,284,299,-6.311576802,0.869343573,0.269993626,4.219505637,2.00818159,0.000192703,0.000726063,5.7
1.5,2.943845159,6.17786689,29.14037334,453.5897159,0.056797883,0.022047471,0.724761841,6,55,15,234,280,-3.849902497,0.492398477,0.434422449,6.439346749,3.00070958,0.000413733,0.001884734,5.9
1.5,2.195220188,0.090805394,0.064649436,0.065965852,0.006604047,0.001322029,0.6549724,146,59,62,25,258,-5.972943581,0.063352976,0.042743043,0.604146011,0.233179521,2.23E-06,1.83E-05,3.7
0.5,0.826411676,158.3155466,87.09437033,195.1757925,0.453107964,0.049484754,30.95592443,209,244,184,208,253,2.069541548,0.091968221,2.695865406,35.267695,4.65275821,0.001253718,0.072471412,7
1.5,2.990264559,0.51820915,5.298171559,0.062405165,0.01471474,0.005404479,0.395686009,296,270,48,290,299,-5.509894354,0.233658601,0.088723266,1.319486808,0.602516221,1.76E-05,7.79E-05,4.7
0.010204082,0.554410615,13.0942333,5.565853058,2.917574019,0.108091415,0.007699451,4.923143601,198,216,269,208,22,-1.456946511,0.137952179,0.728423418,10.49129675,0.93591809,4.11E-05,0.005283821,5.9
1.5,2.489047516,22.43653057,41.22838006,1.206020672,0.132235622,0.033336332,1.440776291,298,226,243,299,209,-1.752747442,0.576675867,0.710253018,9.410728428,3.924484619,0.000777929,0.004957162,7
1.5,2.364761481,23.91771786,134.1065079,102.3861323,0.099134141,0.039337562,0.464720122,237,214,203,254,292,-3.413757481,1.340329688,0.758556964,10.05495079,3.739620056,0.000814745,0.005751841,7
0.01010101,0.889723826,1.677018102,1.059961381,1.222831963,0.042381562,0.005323282,1.380921918,202,273,170,88,111,-3.789815592,0.192835817,0.276193497,3.745147793,0.550688448,1.53E-05,0.000762822,5.4
1.5,2.985500536,7.070642345,43.60797045,7.25881666,0.042314157,0.021244903,0.247123705,225,299,171,72,299,-4.915226264,1.075848593,0.36559467,5.313625794,2.460586109,0.000300396,0.001330512,6.6
1.5,3.191917561,20.9329659,42.39297161,69.00866886,0.061411228,0.032356193,0.622261466,293,5,46,299,299,-3.603509785,0.62009002,0.553406137,8.469672397,4.030348616,0.000785506,0.003043727,5.6
1.5,3.175757529,17.40579138,2.560953243,5.19758709,0.051189537,0.032504937,0.328274975,45,67,206,289,299,-4.53667247,0.979768099,0.522759919,8.044668761,3.787321338,0.000695187,0.002721238,4.6
1.5,3.188221433,0.789829407,0.037125229,0.16046824,0.010493986,0.006904386,0.096641172,15,241,223,298,299,-7.021516156,0.682272993,0.111061495,1.712058688,0.806945581,3.16E-05,0.000122824,4.5
1.5,2.95125909,43.97739672,4.700519565,4.484324974,0.098616232,0.050082913,0.797160436,250,196,10,287,299,-2.972498609,0.77728903,0.789634648,11.70315087,5.3487027,0.001367909,0.00620015,6.4
0.01010101,0.986902368,1.712793678,1.107941696,0.983251831,0.03899113,0.005904235,0.981387976,265,230,276,218,299,-4.013085548,0.249634703,0.253823359,3.371838783,0.551596055,1.59E-05,0.000643138,6.2
0.010526316,0.553507686,94.06224883,134.7304793,109.4875952,0.383182471,0.029336728,15.24439185,172,229,295,175,194,1.139086195,0.157933914,2.07512899,25.84869119,2.133194926,0.000330945,0.042645044,6.3
1.5,2.818589635,65.01112843,14.97298917,33.24731923,0.10829905,0.058894731,0.564983039,23,143,294,274,299,-3.318956725,1.204395443,0.943042096,13.56813964,5.916699443,0.001780583,0.008848269,6.8
1.5,1.751487842,0.09417088,0.101446335,0.079107431,0.00938368,0.001067645,0.735861753,62,50,125,24,295,-5.160433288,0.08012293,0.04069713,0.510270106,0.176068908,1.29E-06,1.66E-05,3.5
1.5,3.229555483,0.218486639,0.027025599,4.181386192,0.005684972,0.003746376,0.113330027,2,15,9,293,299,-7.898513106,0.315183325,0.06066254,0.945010123,0.448141012,9.68E-06,3.66E-05,3.5
0.428571429,0.901093893,212.3387964,114.8238905,41.79074748,0.480776528,0.063077171,9.858403512,252,234,253,266,280,0.946392255,0.306419595,3.134003067,37.32283024,5.831191742,0.002008528,0.097655687,6.6
0.010135135,0.929050523,1.545450609,0.740829433,0.321904651,0.065942878,0.005057821,1.500249123,19,117,150,25,38,-2.961205693,0.276175013,0.244401858,2.785275799,0.508192411,1.31E-05,0.00059721,4.4
1.5,3.191508372,0.460299513,7.305519221,0.778774348,0.007915431,0.005214693,0.070711269,12,2,3,299,299,-7.985330018,0.703340815,0.083557113,1.294610884,0.609292522,1.79E-05,6.95E-05,6.5
1.5,2.445884544,0.894014482,17.59846833,7.386348478,0.012075852,0.005381897,0.161564656,118,192,204,44,299,-6.603639387,0.469625081,0.114881377,1.787334656,0.644013711,1.99E-05,0.000131431,5.6
0.01,2.02927102,0.010030119,0.012707838,0.154504917,0.001658733,0.000309021,0.163880625,156,152,221,94,299,-9.163437198,0.063595838,0.009253602,0.131949041,0.042858936,8.91E-08,8.54E-07,4.7
0.75,1.432612047,307.1014776,33.17364637,91.86556725,0.598389994,0.095931731,5.084289032,289,259,252,194,216,0.857699065,0.739492817,3.565987275,44.42340498,10.48185242,0.006610149,0.127149243,6.7
1.5,1.715163193,1.222979309,1.901553329,3.009102626,0.025331114,0.00771907,0.357566077,112,117,249,101,299,-5.391396796,0.445120754,0.198478977,2.770065494,0.68785637,2.93E-05,0.000393023,6.8
1.5,3.203652183,292.6910522,155.3222807,4.859253957,0.202668601,0.133309649,1.168059432,4,25,158,277,299,-1.862946361,1.090187998,2.149407329,33.30819722,15.73021008,0.011960715,0.046007239,5.6
1.5,2.881998566,87.11478238,102.1971886,9.200984753,0.150359977,0.075322068,1.148388412,105,276,221,260,299,-2.339927489,0.822665564,1.284504816,19.77248601,8.4057002,0.003462144,0.016455735,6.2
1.5,3.279215366,0.507110686,2.448495067,4.579152717,0.008485454,0.005476917,0.177376953,95,236,8,284,299,-6.767304544,0.300578394,0.090782529,1.421436717,0.686005685,2.24E-05,8.22E-05,6.7
1,1.58032655,0.434371571,45.46428119,56.55550794,0.023130576,0.005274437,0.207769421,165,249,26,155,166,-5.961708121,0.699495121,0.13742284,1.873526787,0.430923247,1.19E-05,0.000188754,6.8
1.5,3.194991594,27.70323107,2.907466607,0.160726357,0.063548944,0.041789298,0.436284546,3,245,250,283,299,-4.12376377,0.915204985,0.674406755,10.44593795,4.907273586,0.001171437,0.004530427,4.7
0.01,2.085687143,11.19639191,15.38243957,15.63368462,0.07846782,0.019777508,0.97322351,245,295,291,297,236,-3.427307647,0.506592623,0.606526883,9.137075704,2.938489451,0.000402238,0.003650433,6.6
0.375,1.653241001,2.48833158,1.086813409,0.687119782,0.045845895,0.006905074,3.285642363,34,126,77,85,75,-2.532724147,0.087671822,0.257389112,3.472593617,0.966673493,4.59E-05,0.000662263,5
3,2.244918334,0.004923414,0.026095138,0.064712487,0.000592617,0.000152835,0.045067382,223,17,1,124,167,-11.29450894,0.082621196,0.004274175,0.062812527,0.021980654,2.33E-08,1.83E-07,6.5
0.12,0.561048988,1.970483924,2.720474342,0.796506057,0.049176407,0.003060897,3.083630702,247,260,218,224,21,-2.65557547,0.100201518,0.301998452,4.184851528,0.393767674,7.27E-06,0.000912019,5.2
1.5,2.794358663,260.688932,54.43988572,707.4900309,0.279919015,0.109483178,1.314906309,63,183,41,91,299,-1.425580963,1.337572896,2.359389075,32.69255376,14.2586341,0.010991548,0.055571779,6.9
0.01,2.263205921,1.247064217,27.79652519,99.4207422,0.021776526,0.009802922,0.06546684,235,13,63,269,299,-6.815524839,2.090003818,0.188760157,2.484489144,0.867245571,4.61E-05,0.000355044,6.4
1.5,3.224205749,6.277798441,1.08319964,9.979144946,0.029974412,0.019717242,0.218840785,10,17,22,293,299,-5.530895411,0.860601843,0.318917808,4.962257993,2.352958795,0.000266771,0.001013099,4.5
1.5,3.2186219,45.72046101,17.91467948,0.486655769,0.0806771,0.052700305,0.495627514,8,8,174,271,299,-3.614474583,1.02276237,0.856216469,13.27325424,6.308069287,0.001915437,0.007299411,5.1
1.5,1.437188246,1.607355805,2.463630149,2.801468878,0.044162685,0.004875616,2.373469939,297,293,297,292,296,-2.965188892,0.116909984,0.193154772,2.379477933,0.681998085,1.91E-05,0.000364673,3.8
0.5,0.896519983,241.6465374,164.8571378,289.5215786,0.555629003,0.067907105,39.4693405,125,146,142,79,106,2.444407724,0.08845144,3.069928027,40.07167087,5.859836126,0.001917187,0.0941682,6.1
1.5,3.159111897,0.795160131,0.061573653,0.046212872,0.012553635,0.00689193,0.091464082,275,32,4,281,299,-6.973674368,0.862380224,0.111346548,1.709977708,0.80156094,3.12E-05,0.00012347,6.5
1.5,3.201133953,37.14289804,1.07725834,10.63327844,0.070407831,0.047531505,0.356280856,48,2,66,299,299,-4.017480452,1.241676181,0.765670979,11.85694098,5.594341003,0.001515278,0.005837734,6.7
0.6,1.665688445,2.160121801,13.62784878,18.18548007,0.029274496,0.006623307,0.239207952,283,30,19,275,85,-5.368392635,0.768942163,0.231343134,3.200338819,0.815467874,3.76E-05,0.000535196,6.7
0.010135135,1.133029954,11.57870956,47.88410204,63.47225696,0.112982332,0.02191027,1.229040402,270,18,272,281,295,-2.560043348,0.577596089,0.693896185,9.515921407,1.692112937,0.000156565,0.004814717,6.3
1.5,2.95929796,8.297312293,0.900400118,1.79654738,0.0421947,0.023626555,0.183940242,22,128,120,283,299,-5.347580197,1.441322027,0.381165958,5.620729185,2.527256147,0.000320984,0.001446989,6.8
1.5,3.001304133,0.101375479,0.082786138,0.445312737,0.00619739,0.002616383,0.153196311,297,287,297,278,299,-7.261061518,0.254179413,0.042307259,0.625034276,0.287679312,4.05E-06,1.77E-05,4.1
1.5,2.86859273,20.53019882,26.39361619,2.694267975,0.083528355,0.034697545,0.584190178,244,88,177,256,299,-3.357793819,0.898378911,0.616244024,9.271780935,3.95405782,0.00078959,0.00378812,6
0.01,1.585154047,1.046273398,0.643645828,0.607782951,0.035874316,0.007184373,1.086541795,279,280,292,267,299,-3.92636999,0.207451732,0.19521785,2.523207885,0.659800082,2.42E-05,0.000380059,6.5
1.5,3.076707027,297.5967501,651.534022,129.7202853,0.267283112,0.140848514,1.056819574,225,246,70,260,293,-1.391254945,1.589097482,2.31759814,34.27680314,15.77351716,0.012860236,0.05363353,6.8
1,1.677692765,4.122111106,1.593699038,12.33684906,0.077005541,0.011777672,1.997576671,208,198,193,206,122,-2.131478345,0.242213522,0.411239811,5.369599587,1.557103145,0.000120446,0.001689378,6.9
1.5,3.178866296,1.808806347,1.522406715,0.090748795,0.016278065,0.010386003,0.128390586,241,270,24,282,299,-6.327747162,0.79661683,0.167360577,2.579278529,1.212595675,7.14E-05,0.000278909,6.8
1.5,3.226182032,0.119984595,0.221017627,0.343612863,0.004190264,0.002670015,0.058252022,106,17,57,297,299,-8.766085558,0.451970616,0.044809943,0.703101955,0.333197683,5.27E-06,2.00E-05,6.3
1.5,2.956918488,46.81106331,16.50159032,8.869524044,0.072904544,0.043127762,0.311541635,230,82,179,272,299,-4.02683388,1.470342025,0.703113086,10.18342067,4.622439623,0.001092946,0.004934917,6.5
1.5,2.903228036,15.30230725,3.647203107,2.036482143,0.064840805,0.030154023,1.237851477,290,196,202,279,299,-2.980927639,0.329124133,0.495822893,7.345921399,3.27601443,0.000521574,0.002442942,6.7
3,2.472246412,0.029166372,0.770655969,0.049154999,0.001654359,0.00067647,0.01839721,70,36,70,191,270,-10.74630561,0.56501191,0.015319596,0.197702712,0.069006788,3.63E-07,2.34E-06,4.4
1.5,2.822108012,10.57217737,57.80664565,150.6040023,0.055412411,0.028056873,0.559610109,25,10,32,267,299,-3.877713377,0.622158961,0.443520968,6.411366141,2.732922006,0.000394929,0.001957635,6.4
1.5,3.201534854,0.394188376,0.035406518,0.37038886,0.007344672,0.004927734,0.036666051,2,252,2,294,299,-8.660143935,1.258601119,0.079365039,1.229625855,0.579761048,1.63E-05,6.27E-05,3.1
0.011152416,1.497096893,0.084054267,0.060649656,0.234893056,0.008207771,0.000835849,0.466345678,234,100,166,7,299,-6.134440208,0.110585229,0.039763634,0.538349822,0.149705043,8.95E-07,1.58E-05,3.5
1.5,3.287029019,50.57671867,11.73225274,5.482491421,0.101151999,0.055401898,0.839514231,27,175,278,237,286,-3.087833401,0.757052982,0.977415571,15.49202652,7.360952601,0.002608101,0.009529651,5.5
1.5,3.165840776,13.81538215,13.12160591,1.059244948,0.047223834,0.028473664,0.401821859,57,41,86,258,299,-4.284943778,0.738426977,0.466547192,7.115840318,3.373446575,0.000550433,0.002168132,5.5
1.5,2.000973623,0.160145816,0.053225481,0.118221168,0.01068774,0.001724828,0.657297641,27,47,195,9,286,-5.883397192,0.102165365,0.05119123,0.655139126,0.249210746,2.66E-06,2.62E-05,3.9
1,1.373937447,22.47809499,11.54836024,30.40369948,0.189319372,0.029235972,4.20972312,249,224,148,276,250,-0.534029015,0.282566968,1.003100601,13.47356006,2.79965592,0.000481074,0.010060911,6.6
0.333333333,0.504130704,151.7033078,557.3874474,897.5549387,0.56151792,0.032897004,28.12489635,122,262,231,235,170,1.99981433,0.12544477,2.66132075,34.49146948,2.923864278,0.000455692,0.070785551,6.3
1.5,3.238870941,0.183086169,0.115452646,0.447240816,0.005666652,0.0036807,0.03572397,9,153,9,295,299,-8.93154204,0.996659305,0.062887036,0.980575831,0.4640384,1.05E-05,3.94E-05,3.3
1.5,1.675482637,1.189100847,1.024741095,6.388386668,0.037999192,0.005523195,1.369999355,126,283,194,99,167,-3.43922058,0.17427451,0.224466812,3.043486061,0.913583722,3.58E-05,0.00050362,5
0.010309278,1.48763517,1.279297578,1.383811073,0.076176157,0.021986785,0.003733742,0.377873565,275,296,292,279,99,-5.151595832,0.36559065,0.129437628,1.751625254,0.420313569,9.38E-06,0.000167371,6.3
1.5,3.155608908,0.599892313,0.212061176,1.807526959,0.011606036,0.006518362,0.082292177,171,289,2,289,299,-7.119139371,0.886145928,0.106522899,1.653914517,0.765878156,2.85E-05,0.000113007,4.3
1.5,2.48115786,0.344570386,0.090203216,0.055926935,0.011604726,0.004138716,0.358756953,77,234,147,290,299,-6.15451392,0.203242457,0.085900857,1.249826256,0.496722725,1.14E-05,7.34E-05,4.7
1.5,1.869685763,1.016514287,0.155618433,1.39186089,0.039288981,0.0041037,1.803996662,32,39,30,11,40,-3.926525967,0.136840579,0.150911789,1.776832617,0.692948628,2.01E-05,0.000227218,4.7
0.010033445,1.279863235,6.733920973,7.355503895,2.325238962,0.084434213,0.013819047,1.254987376,276,275,270,284,124,-2.766880161,0.42272601,0.504495883,6.83255914,1.29853574,0.000105605,0.002545161,6.7
0.010169492,1.660508611,3.53017217,5.194134489,1.224594471,0.067916953,0.008911268,1.674243228,30,30,31,18,29,-3.103279954,0.254882203,0.281549976,3.308433841,1.123444332,5.54E-05,0.000792526,5.1
1.5,2.81377401,0.039459466,0.093258326,0.251752494,0.003285869,0.001604609,0.087856759,250,162,91,298,299,-8.449868212,0.234993004,0.027936157,0.431914116,0.180491044,1.56E-06,7.77E-06,5.4
1.5,3.194259568,0.168270071,0.119272843,0.048046336,0.00510606,0.003060254,0.052648353,33,237,167,294,299,-8.605274124,0.609369909,0.049245671,0.747657358,0.362475043,6.24E-06,2.41E-05,6.2
1.5,3.251476701,10.84480403,2.21543143,2.880480631,0.036889971,0.025557492,0.171694038,12,180,27,293,299,-5.281446755,1.349997519,0.422306599,6.624051295,3.160632896,0.000475866,0.001776982,5.2
0.5,0.739982359,40.21673154,13.07721206,16.95939257,0.214957866,0.024516794,10.44355239,200,200,272,248,242,0.154932796,0.129325736,1.316718578,16.58348399,2.072363968,0.000239607,0.017274912,6.5
1.5,3.193673303,1.416209561,0.218289829,0.046914263,0.016583943,0.009401531,0.144002904,259,298,289,293,299,-6.29787428,0.723596408,0.151898467,2.333288819,1.106262122,5.94E-05,0.00022996,6.4
1.5,3.201028154,5.582472656,34.69182611,67.27114859,0.033093081,0.018305117,0.287239137,61,37,65,299,299,-4.943356598,0.72389146,0.309067844,4.795389005,2.271017248,0.000246508,0.000949754,4.8
0.142857143,0.404318436,1.538409193,2.489102195,1.362615675,0.043159706,0.002531911,2.337351962,218,152,223,76,147,-2.941373543,0.116020366,0.26862482,3.712654358,0.246334428,2.98E-06,0.000719316,5.2
0.3,1.31447251,9.207931795,2.740266647,1.504942055,0.155052884,0.010127125,5.194720603,22,177,102,19,273,-0.684557245,0.187541559,0.501463665,5.948846346,1.615944481,0.000110028,0.002513965,4.7
0.010033445,1.378590576,82.49184721,13.34324806,8.204659778,0.251903863,0.054037733,2.504419129,262,295,258,271,299,-0.917158802,0.63198633,1.86727718,26.96132819,5.562263277,0.001674574,0.034785118,7
1.5,1.941477031,100.9362886,1226.526196,297.2947769,0.192742683,0.075959126,0.895043337,165,39,299,292,299,-2.427577363,1.353049558,1.428611053,19.12688283,6.002520908,0.00193214,0.020236428,6.1
0.01,2.010716957,0.096087047,0.023190715,0.091500547,0.010210312,0.001212559,2.017942499,15,81,63,11,291,-4.104908105,0.031791432,0.040967526,0.51441206,0.202855149,1.72E-06,1.68E-05,3.4
0.010067114,1.836496813,158.31239,100.6772758,40.12294912,0.382340551,0.068794083,12.52984879,51,107,155,39,299,0.741480308,0.191727496,1.894634428,23.77595062,8.210844342,0.003063227,0.03585573,6.2
0.01,1.490550688,1.459134807,1.753117682,4.276098014,0.039967267,0.004418915,2.105895354,36,48,149,35,290,-2.709743579,0.11924702,0.184835983,2.476860598,0.663074051,1.92E-05,0.000341085,4.4
1.5,3.043227524,0.046334616,0.018032256,1.261896773,0.002784413,0.001485424,0.063065416,233,129,14,268,299,-9.165287379,0.27741006,0.023764408,0.352415888,0.1640618,1.32E-06,5.64E-06,5
1.5,1.766447024,9.891204162,16.00020893,4.186296402,0.065606211,0.016961273,1.769373504,51,98,295,14,279,-2.731829288,0.232972845,0.488662067,6.954588652,1.946970893,0.000188413,0.0023838,5.8
0.010135135,0.942144259,15.57888534,47.31467786,19.45420736,0.127456628,0.013916311,6.841891487,81,295,238,262,287,-0.785228329,0.117048569,0.721408868,9.835989861,1.545317815,0.000117012,0.005204237,6.7
1.5,3.169967999,0.141982943,0.063729468,0.245748134,0.004754747,0.003003394,0.067667437,36,150,134,247,299,-8.610214192,0.441496787,0.048554074,0.733716482,0.345797859,5.98E-06,2.35E-05,4.4
1.5,3.16720091,28.36072756,22.36342995,2.329867252,0.066770528,0.040770293,0.462029668,161,201,195,292,299,-3.668427281,0.908018745,0.681514315,10.34604037,4.903296966,0.001175949,0.004628039,5.6
1.5,2.449776794,0.02674172,2.465932701,19.04008134,0.003054965,0.001062418,0.127847412,246,133,3,249,298,-8.312942248,0.150139235,0.022034147,0.307982404,0.124214097,7.37E-07,4.85E-06,6.2
0.01010101,1.648754751,0.286681047,12.50041217,8.75115377,0.017258238,0.002693852,0.416287197,260,36,26,204,260,-5.612282168,0.260485329,0.101215315,1.308181938,0.37541857,7.05E-06,0.000102431,5.9
1.5,3.198452991,58.06260871,52.99141039,3.880199361,0.086862097,0.059208724,0.374195589,7,12,187,283,299,-4.054623309,1.458517058,0.956924759,14.78375161,6.981424217,0.002363279,0.009120001,4.6
1.5,3.116001983,5.149796843,12.58703862,7.415357122,0.032774514,0.017710681,0.785602609,48,123,268,251,298,-4.256990966,0.262127875,0.301613228,4.534949711,2.173048598,0.000223315,0.000907993,5.1
1.5,3.175295439,0.240481092,1.243078486,1.642225823,0.005782599,0.003809777,0.162278921,24,23,21,295,299,-7.441660375,0.22389315,0.061405683,0.938452985,0.445193219,9.59E-06,3.76E-05,6.7
0.010067114,1.535871625,1.50248714,38.3815515,87.60398776,0.033434274,0.008241011,0.299379675,126,268,278,143,169,-5.106684543,0.701696726,0.245609262,3.003074203,0.772186343,3.60E-05,0.000603067,6.5
